text,intent
puncte pana la lider pentru Paris Saint-Germain in ligue 1 2026-2027,points_gap_to_leader
pretul la btc,other
puncte pana la lider pentru Arsenal in La Liga 2017-2018,points_gap_to_leader
goluri marcate de toni kroos in Premier League 2023-2024,player_goals
puncte pana la lider pentru U Cluj in Premier League 2024-2025,points_gap_to_leader
prtul la btc,other
deschide youtube,other
diferenta de puncte borussia dortmund lider Bndesliga 2022-2023,points_gap_to_leader
puncte pana la lider pentru Byern Munchen in la liga 2025-2026,points_gap_to_leader
arata-mi programul de azi,other
cate goluri a marcat Nicolae Stanciu in UEFA Champions League 2020-2021,player_goals
cate puncte sunt intre Inter Milano si lider in lgue 1 2022-2023,points_gap_to_leader
cate puncte sunt intre arsenal si lider in UEFA Champions League 2024-2025,points_gap_to_leader
goluri Phil Foden 2025-2026,player_goals
diferenta de puncte cluj lider Liga 1 2016-2017,points_gap_to_leader
diferenta de puncte Juventus lider Bndesliga 2023-2024,points_gap_to_leader
diferenta de puncte universitatea craiova lider liga 1 2020-2021,points_gap_to_leader
rapid bucuresti cate puncte fata de lider in UEFA Champions League 2020-2021,points_gap_to_leader
ce ora este,other
paris saint-germain cate puncte fata de lider in Serie A 2019-2020,points_gap_to_leader
goluri ctavian popescu in ultimele 3 meciuri,player_goals
cate goluri are Mario Camora,player_goals
cate puncte sunt intre Bayern Munchen si lider in Ligue 1 2020-2021,points_gap_to_leader
goluri Octavian Popescu 2022-2023,player_goals
cate goluri are Rafael Leao,player_goals
real madrid cate puncte fata de lider in La Liga 2016-2017,points_gap_to_leader
rata-mi programul de azi,other
uta arad cate puncte fata de lider in ligue 1 2025-2026,points_gap_to_leader
cate puncte sunt intre Universitatea Craiova si lider in Premier League 2019-2020,points_gap_to_leader
rling haaland cate goluri are in La Liga 2020-2021,player_goals
care e vremea azi,other
cat e gapul de puncte pentru inter milano in Premier League 2016-2017,points_gap_to_leader
goluri marcate de florinel coman in UEFA Champions League 2019-2020,player_goals
cate goluri a marcat Phil Foden in Srie A 2026-2027,player_goals
goluri Erling Haaland 2021-2022,player_goals
Ianis Hagi cate goluri are in Bundesliga 2019-2020,player_goals
cat e gapul de puncte pentru arsenal in Premier League 2016-2017,points_gap_to_leader
creeaza un reminder maine,other
cate goluri are Radu Dragusin in 2016-2017,player_goals
puncte pana la lider pentru uta arad in Bndesliga 2024-2025,points_gap_to_leader
goluri marcate de toni kroos in Serie A 2026-2027,player_goals
Rafael Leao cate goluri are in Serie A 2023-2024,player_goals
kylan mbappe cate goluri are in UEFA Champions League 2019-2020,player_goals
prtul la btc,other
care e vremea azi,other
puncte pana la lider pentru bayern munchen in uefa champions league 2022-2023,points_gap_to_leader
creaza un reminder maine,other
cum gatesc paste,other
puncte pana la lider pentru u cluj in Ligue 1 2021-2022,points_gap_to_leader
goluri Toni Kroos in ultimele 3 meciuri,player_goals
goluri Octavian Popescu in ultimele 5 meciuri,player_goals
cati km are maratonul,other
Flrinel Coman cate goluri are in ligue 1 2017-2018,player_goals
goluri marcate de Rafael Leao in liga 1 2022-2023,player_goals
antoine griezmann cate goluri are in premier league 2023-2024,player_goals
diferenta de puncte Borussia Dortmund lider uefa champions league 2018-2019,points_gap_to_leader
cate goluri a marcat Ncolae Stanciu in UEFA Champions League 2017-2018,player_goals
cate goluri are Harry Kane,player_goals
diferenta de puncte manchester city lider Prmier League 2024-2025,points_gap_to_leader
cate puncte sunt intre Manchester City si lider in La Liga 2025-2026,points_gap_to_leader
cat e gapul de puncte pentru niversitatea Craiova in Serie A 2025-2026,points_gap_to_leader
spune-mi o gluma,other
pretul la btc,other
Bayern Munchen cate puncte fata de lider in UEFA Champions League 2019-2020,points_gap_to_leader
cate goluri a marcat darius olaru in liga 1 2026-2027,player_goals
cati km are maratonul,other
diferenta de puncte manchester city lider serie a 2026-2027,points_gap_to_leader
diferenta de puncte Dinamo Bucuresti lider serie a 2016-2017,points_gap_to_leader
puncte pana la lider pentru universitatea craiova in serie a 2021-2022,points_gap_to_leader
paris saint-germain cate puncte fata de lider in Serie A 2019-2020,points_gap_to_leader
diferenta de puncte CFR Cluj lider premier league 2024-2025,points_gap_to_leader
Bayern Munchen cate puncte fata de lider in Prmier League 2021-2022,points_gap_to_leader
cat e gapul de puncte pentru sepsi osk in Liga 1 2023-2024,points_gap_to_leader
cate puncte sunt intre FC Barcelona si lider in Premier League 2019-2020,points_gap_to_leader
fa-mi un ceai,other
cat e gapul de puncte pentru FCSB in premier league 2018-2019,points_gap_to_leader
Ncolae Stanciu cate goluri are in Ligue 1 2016-2017,player_goals
goluri erling haaland 2020-2021,player_goals
Andrei Ivan cate goluri are in UEFA Champions League 2020-2021,player_goals
cate goluri a marcat erling haaland in Serie A 2024-2025,player_goals
goluri ntoine Griezmann 2021-2022,player_goals
cate goluri are Andrei Ivan in 2026-2027,player_goals
cate puncte sunt intre Paris Saint-Germain si lider in serie a 2026-2027,points_gap_to_leader
cum gatesc paste,other
goluri nicolae stanciu in ultimele 3 meciuri,player_goals
cate goluri are Ciprian Deac in 2024-2025,player_goals
cat e gapul de puncte pentru Juventus in Bundesliga 2025-2026,points_gap_to_leader
goluri ndrei Ivan in ultimele 10 meciuri,player_goals
diferenta de puncte Rapid Bucuresti lider premier league 2025-2026,points_gap_to_leader
cum gatesc paste,other
diferenta de puncte petrolul ploiesti lider bundesliga 2024-2025,points_gap_to_leader
cate puncte sunt intre CFR Cluj si lider in Bundesliga 2020-2021,points_gap_to_leader
diferenta de puncte UTA Arad lider bundesliga 2023-2024,points_gap_to_leader
diferenta de puncte sepsi osk lider uefa champions league 2024-2025,points_gap_to_leader
creaza un reminder maine,other
cate goluri are neymar,player_goals
goluri marcate de Rafael Leao in Serie A 2024-2025,player_goals
CFR Cluj cate puncte fata de lider in Serie A 2024-2025,points_gap_to_leader
diferenta de puncte Dinamo Bucuresti lider la liga 2020-2021,points_gap_to_leader
creeaza un reminder maine,other
porneste muzica,other
cat e gapul de puncte pentru universitatea craiova in bundesliga 2020-2021,points_gap_to_leader
goluri bukayo saka 2025-2026,player_goals
goluri cristiano ronaldo in ultimele 3 meciuri,player_goals
cfr clj cate puncte fata de lider in Premier League 2017-2018,points_gap_to_leader
Universitatea Craiova cate puncte fata de lider in premier league 2018-2019,points_gap_to_leader
cat e gapul de puncte pentru Liverpool in serie a 2022-2023,points_gap_to_leader
care e vremea azi,other
diferenta de puncte Byern Munchen lider Premier League 2025-2026,points_gap_to_leader
cat e gapul de puncte pentru Bayern Munchen in Bundesliga 2020-2021,points_gap_to_leader
goluri anis Hagi 2025-2026,player_goals
cate puncte sunt intre fcsb si lider in premier league 2019-2020,points_gap_to_leader
cate puncte sunt intre FCSB si lider in Premier League 2017-2018,points_gap_to_leader
cate puncte sunt intre paris saint-germain si lider in bundesliga 2017-2018,points_gap_to_leader
diferenta de puncte Sepsi OSK lider bundesliga 2023-2024,points_gap_to_leader
cate goluri a marcat Antoine Griezmann in Serie A 2017-2018,player_goals
cate goluri are Denis Alibec in 2022-2023,player_goals
goluri marcate de Toni Kroos in Ligue 1 2024-2025,player_goals
cate goluri a marcat rfael leao in Serie A 2019-2020,player_goals
puncte pana la lider pentru Universitatea Craiova in la liga 2024-2025,points_gap_to_leader
care e vremea azi,other
goluri marcate de ciprian deac in prmier league 2019-2020,player_goals
cfr cluj cate puncte fata de lider in Ligue 1 2023-2024,points_gap_to_leader
goluri Florinel Coman in ultimele 10 meciuri,player_goals
rata-mi programul de azi,other
goluri marcate de luka modric in Bndesliga 2022-2023,player_goals
care e vremea azi,other
ce ora este,other
porneste muzica,other
cate goluri a marcat denis alibec in Bundesliga 2026-2027,player_goals
Real Madrid cate puncte fata de lider in Bundesliga 2021-2022,points_gap_to_leader
cate goluri are andrei ivan,player_goals
diferenta de puncte uta arad lider serie a 2020-2021,points_gap_to_leader
cate goluri are Darius Olaru,player_goals
care e vremea azi,other
goluri Phil Foden in ultimele 5 meciuri,player_goals
Denis Alibec cate goluri are in Premier League 2022-2023,player_goals
Universitatea Craiova cate puncte fata de lider in bundesliga 2025-2026,points_gap_to_leader
puncte pana la lider pentru FC Barcelona in uefa champions league 2024-2025,points_gap_to_leader
diferenta de puncte Paris Saint-Germain lider La Liga 2023-2024,points_gap_to_leader
ce ora este,other
Kylian Mbappe cate goluri are in UEFA Champions League 2020-2021,player_goals
deschide youtube,other
cat e gapul de puncte pentru Mnchester City in Prmier League 2025-2026,points_gap_to_leader
goluri florinel coman 2023-2024,player_goals
pretul la btc,other
FC Barcelona cate puncte fata de lider in Serie A 2016-2017,points_gap_to_leader
creeaza un reminder maine,other
cate goluri a marcat Mohamed Salah in liga 1 2024-2025,player_goals
cati km are maratonul,other
goluri Octavian Popescu in ultimele 5 meciuri,player_goals
cate goluri are Mario Camora in 2026-2027,player_goals
Juventus cate puncte fata de lider in Serie A 2026-2027,points_gap_to_leader
deschide youtube,other
puncte pana la lider pentru Paris Saint-Germain in Liga 1 2020-2021,points_gap_to_leader
ce ora este,other
cate puncte sunt intre Juventus si lider in ligue 1 2024-2025,points_gap_to_leader
Phil Foden cate goluri are in Liga 1 2022-2023,player_goals
cat e gapul de puncte pentru UTA Arad in Serie A 2017-2018,points_gap_to_leader
diferenta de puncte Rapid Bucuresti lider Serie A 2023-2024,points_gap_to_leader
cate puncte sunt intre Borussia Dortmund si lider in Premier League 2019-2020,points_gap_to_leader
cate puncte sunt intre Spsi OSK si lider in Bundesliga 2018-2019,points_gap_to_leader
goluri Flrian Wirtz 2022-2023,player_goals
deschide youtube,other
cate puncte sunt intre Ptrolul Ploiesti si lider in Premier League 2021-2022,points_gap_to_leader
goluri marcate de mario camora in Serie A 2026-2027,player_goals
cate goluri are nicolae stanciu,player_goals
Ciprian Deac cate goluri are in Bundesliga 2020-2021,player_goals
cate goluri are Lionel Messi,player_goals
diferenta de puncte byern munchen lider bundesliga 2024-2025,points_gap_to_leader
cate goluri are Cristiano Ronaldo,player_goals
goluri ianis hagi 2025-2026,player_goals
cate goluri a marcat Lionel Messi in bundesliga 2017-2018,player_goals
cate goluri are rbert lewandowski,player_goals
cate puncte sunt intre niversitatea craiova si lider in lga 1 2023-2024,points_gap_to_leader
cat e gapul de puncte pentru Farul Constanta in Premier League 2018-2019,points_gap_to_leader
Lionel Messi cate goluri are in Premier League 2024-2025,player_goals
cate goluri are Luka Modric,player_goals
goluri marcate de Phil Foden in premier league 2020-2021,player_goals
goluri marcate de Neymar in Premier League 2023-2024,player_goals
cate puncte sunt intre rapid bucuresti si lider in serie a 2017-2018,points_gap_to_leader
cum gatesc paste,other
cate puncte sunt intre CFR Cluj si lider in Ligue 1 2021-2022,points_gap_to_leader
diferenta de puncte Borussia Dortmund lider uefa champions league 2018-2019,points_gap_to_leader
diferenta de puncte FCSB lider Premier League 2024-2025,points_gap_to_leader
arsenal cate puncte fata de lider in Liga 1 2019-2020,points_gap_to_leader
UTA Arad cate puncte fata de lider in Ligue 1 2026-2027,points_gap_to_leader
diferenta de puncte Petrolul Ploiesti lider Bundesliga 2021-2022,points_gap_to_leader
cate goluri are Harry Kane in 2021-2022,player_goals
cti km are maratonul,other
goluri marcate de Kevin De Bruyne in liga 1 2020-2021,player_goals
goluri marcate de toni kroos in Liga 1 2025-2026,player_goals
Toni Kroos cate goluri are in Bundesliga 2020-2021,player_goals
cate puncte sunt intre Manchester City si lider in ligue 1 2022-2023,points_gap_to_leader
care e vremea azi,other
cate puncte sunt intre Pris Saint-Germain si lider in Serie A 2017-2018,points_gap_to_leader
cate goluri a marcat mrio camora in premier league 2026-2027,player_goals
cate goluri a marcat vinicius junior in bundesliga 2021-2022,player_goals
cate goluri a marcat rodrygo in Bundesliga 2024-2025,player_goals
Petrolul Ploiesti cate puncte fata de lider in Premier League 2026-2027,points_gap_to_leader
cate puncte sunt intre Manchester City si lider in UEFA Champions League 2024-2025,points_gap_to_leader
diferenta de puncte Rapid Bucuresti lider UEFA Champions League 2026-2027,points_gap_to_leader
Ciprian Deac cate goluri are in Prmier League 2020-2021,player_goals
deschide youtube,other
goluri marcate de Kylian Mbappe in UEFA Champions League 2020-2021,player_goals
cat e gapul de puncte pentru CFR Cluj in uefa champions league 2017-2018,points_gap_to_leader
cate goluri a marcat Denis Alibec in UEFA Champions League 2026-2027,player_goals
goluri marcate de octavian popescu in Serie A 2021-2022,player_goals
goluri Jde Bellingham 2018-2019,player_goals
prtul la btc,other
cate goluri a marcat Nicolae Stanciu in Liga 1 2025-2026,player_goals
cate goluri are Octavian Popescu,player_goals
goluri Mario Camora 2024-2025,player_goals
puncte pana la lider pentru FCSB in serie a 2021-2022,points_gap_to_leader
goluri marcate de kevin de bruyne in serie a 2020-2021,player_goals
diferenta de puncte UTA Arad lider la liga 2024-2025,points_gap_to_leader
deschide youtube,other
goluri Lionel Messi in ultimele 10 meciuri,player_goals
cate goluri a marcat Mohamed Salah in premier league 2024-2025,player_goals
spune-mi o gluma,other
goluri Ianis Hagi in ultimele 5 meciuri,player_goals
Ianis Hagi cate goluri are in Lgue 1 2024-2025,player_goals
arata-mi programul de azi,other
care e vremea azi,other
cat e gapul de puncte pentru Byern Munchen in Serie A 2024-2025,points_gap_to_leader
niversitatea craiova cate puncte fata de lider in Serie A 2017-2018,points_gap_to_leader
cat e gapul de puncte pentru borussia dortmund in serie a 2021-2022,points_gap_to_leader
goluri marcate de darius olaru in Bundesliga 2025-2026,player_goals
Paris Saint-Germain cate puncte fata de lider in Bundesliga 2017-2018,points_gap_to_leader
cate puncte sunt intre Sepsi OSK si lider in UEFA Champions League 2020-2021,points_gap_to_leader
puncte pana la lider pentru real madrid in uefa champions league 2016-2017,points_gap_to_leader
pretul la btc,other
arata-mi programul de azi,other
cate puncte sunt intre uta arad si lider in Serie A 2025-2026,points_gap_to_leader
mario camora cate goluri are in La Liga 2024-2025,player_goals
diferenta de puncte Real Madrid lider UEFA Champions League 2024-2025,points_gap_to_leader
cat e gapul de puncte pentru Arsenal in Premier League 2024-2025,points_gap_to_leader
goluri antoine griezmann in ultimele 5 meciuri,player_goals
